id,text,tags,colors
10279,kubrick.,stanley kubrick;director;movie;tv;black and white,white;gray
10280,Skunk,marijuana;weed;pot leaf;cannabis;green,white;green;gray
10281,Baked,marijuana;weed;pot leaf;cannabis;yellow,orange;yellow
10326,,ruler;measure;numbers;eye;gray,white;gray
10327,鮮魷,chinese;squid;spiral;orange,orange
10328,,eye;lightning;map;terrain;closeup,gray
10361,,fish;ichthys;logo;blue;gradient,blue
10406,,logo;face;dark;teal;creepy,cyan;blue
10407,,anime;girl;face;wink;blue;green,blue;green;gray
10408,,logo;green;gradient;plain,green;black
10409,,logo;purple;gradient;plain,purple
10410,精神位置的生産者,chinese;japanese;kanji;white;gray,white
10411,,coffee;mug;albert einstein;face;gray,gray;white
10412,gerk identd,coffee;mug;gray;gradient;terminal,gray;white;green
10413,,coffee;mug;eyes;green eyes;blue,blue;gray;white
10414,UNIX,coffee;mug;unix;gray;gradient,white;gray
10415,cafelinux hx,coffee;mug;linux;gray;gradient,white;gray
10526,RECEIVER,receiver;leaves;dark;industrial;grunge,gray;black;brown
10528,porn,porn;star;dallas cowboys parody;blue;nsfw,blue;black
10529,,eyes;face;black and white;spider;creepy,gray;white;black
10530,GET YOUR DAMN CURSOR OFF ME!!!,cursor;joke;funny;gray;plain,white
10590,1 2 3 9,mta;new york subway;nyc;train;subway lines,gray;red
10591,N R Q W,mta;new york subway;nyc;train;subway lines,gray;gold
10593,J M Z,mta;new york subway;nyc;train;subway lines,gray;brown
10597,7 G L,mta;new york subway;nyc;train;subway lines,gray
10598,4 5 6,mta;new york subway;nyc;train;subway lines,gray;green
10599,B D F Q,mta;new york subway;nyc;train;subway lines,gray;brown
10600,A C E,mta;new york subway;nyc;train;subway lines,gray;blue
10602,,gargoyle;statue;gothic;gray;blue,white;gray;blue
10603,,gargoyle;statue;face;gothic;blue,white;blue
10604,,city;skyline;dark blue;texture,blue
10605,,city;skyline;dark blue;night,blue;gray
10607,,trees;branches;blue;gray;faded,blue;gray
10608,,blue;white;abstract;light,blue;white
10609,,blue;purple;interface;pixel;gradient,gray;blue
10610,,blue;abstract;fractal;gradient,blue
10611,,blue;abstract;fractal;light,white;blue
10612,,blue;dark;abstract;light,blue;black
10614,,blue;dark;fractal;abstract,blue
10615,,blue;stripes;fractal;dark,black;blue
10616,,white;plain;mesh;gray;blank,white
10617,,white;mesh;globe;plain;faded,white
10618,,gray;metallic;chrome;gradient,gray;white
10619,,gray;metallic;texture;abstract,gray
10620,,beige;gray;blur;abstract,gray;brown;yellow;white
10621,,stripes;gold;brown;fractal;abstract,white;brown
10622,,gold;fractal;abstract;gradient,yellow;brown;orange
10623,,gold;cream;abstract;gradient,yellow;brown;white
10624,,gold;fractal;abstract;orange,brown;orange
10625,,gold;dark;fractal;abstract,black;brown
10626,,pink;abstract;texture;soft,pink;white
10627,,pink;magenta;interface;abstract,pink
10628,,pink;purple;abstract;gradient,pink;purple
10629,,pink;abstract;shards;white,white;pink;gray
10630,,pink;abstract;texture;faded,pink
10631,,pink;purple;black;abstract,pink;black
10632,,gray;white;faded;abstract,white;gray
10633,,gray;white;tech;interface;abstract,white;gray
10634,,gray;tech;interface;machine,gray;white
10635,,gray;metallic;abstract;diagonal,gray;white
10636,,gray;white;tech;faded,white;gray
10637,,gray;black;gradient;metallic,white;black;gray
10638,,gray;grid;gradient;tech,gray;white
10639,S,gray;tech;interface;s logo,white;gray
10640,,gray;tech;interface;machine,gray;white
10993,envy,seven deadly sins;envy;sin;teal;logo,cyan;gray
10994,greed,seven deadly sins;greed;sin;green;logo,green
10995,gluttony,seven deadly sins;gluttony;sin;orange;logo,orange;brown
10996,lust,seven deadly sins;lust;sin;pink;logo,pink
10997,pride,seven deadly sins;pride;sin;purple;logo,pink
10998,sloth,seven deadly sins;sloth;sin;blue;logo,blue
10999,wrath,seven deadly sins;wrath;sin;red;logo,red;pink
11000,Anime,anime;abstract;orange;green;logo,brown;red
11001,SiN,anime;face;character;teal;sin,cyan;gray
11002,SiN,anime;eyes;face;light blue;sin,cyan;blue;green
11003,SiN,anime;girl;face;eyes;sin,blue;gray;pink
11004,SiN,anime;face;eyes;character;sin,blue;gray;pink
11005,NAVEN Orbital,naven;orbital;tech;black;blue,gray;blue;black;white
11006,SiN,anime;face;eyes;character;sin,blue;red;gray
11007,SiN,anime;character;blue;sin,blue;gray;cyan
11008,SiN,anime;character;eyes;red;sin,gray;brown
11009,SiN,anime;face;eyes;character;sin,gray;brown;white
11010,SiN,anime;evangelion;nerv;kaworu;face;sin,gray;blue
11011,SiN,anime;face;eyes;character;sin,gray;white
11012,SiN,anime;cartoon;character;dark;sin,gray;black;red
11013,SiN,anime;robot;mecha;green;sin,gray;white;green;black
11014,SiN,anime;face;eyes;blue;sin,blue;gray
11015,SiN Gundam,gundam;anime;mecha;dark;sin,gray;black
11016,SiN Cowboy Bebop,cowboy bebop;anime;red;sin,red;black
11017,SiN,anime;face;eyes;red hair;sin,red;brown;orange
11018,SiN Tenchi Muyo!,tenchi muyo;anime;face;eyes;sin,gray;black;blue
11019,SiN,anime;yellow;cartoon;sin,yellow;gold
11020,Blackjax,blackjax;pixel art;lightning;black;red,black;gray
11021,,anime;eyes;explosion;colorful,blue;white;gray
11022,,anime;woman;face;eyes;brown,black;brown
11023,,anime;woman;face;swirls;gray,gray;white;orange
11024,Garnet,garnet;final fantasy;anime;woman;dark,blue;black
11025,ANGEL,angel;anime;face;purple;pixel,purple;white;cyan
11026,Gangrel,gangrel;vampire;skull;red;dark,red;black;gray
11027,Archangel,archangel;gray;metallic;glitch,gray
11028,,woman;red hair;face;eye;painting,black;brown;red
11029,,woman;red hair;face;painting;fantasy,red;green;brown
11030,,woman;face;roses;flowers;painting,brown;orange
11031,Keroppi,keroppi;sanrio;frog;cute;green,green;black
11032,Hello Kitty,hello kitty;sanrio;cat;cute;yellow,gold;black
11033,Chococat,chococat;sanrio;cat;cute;red,red;brown
11034,Badtz-Maru,badtz-maru;sanrio;penguin;cute;blue,blue;black
11035,spndertown,black;plain;dark;text,black;gray
11036,Zero,zero;anime;character;red;pixel,red;pink;orange
11037,Admin,admin;skull;black and white;gradient,black;white;gray
11038,OmeBa,omeba;cartoon;creature;purple;swirl,purple
11039,Kane,kane;face;eye;red;dark,red;brown;orange;black
11040,MacOS 8.1,mac os;apple;classic mac;finder;computer,white;blue
11041,Quicksilver,quicksilver;face;pixel art;blue,blue;white;gray
11042,Total Gamez,total gamez;games;characters;collage,gray;brown
11043,Avara,avara;game;mac game;pixel art;gray,white;gray
11044,TYCHO,tycho;yellow;red;gradient,yellow;red;black;gold
11045,Ryzme,ryzme;green;red;pixel,black;white;gray
11046,Wiggy,wiggy;gray;black and white;pixel,gray;white
11047,Legion,legion;pentagram;black and white;red,gray;white;black;red
11048,Perpetual Motion Man,perpetual motion man;lines;white;gray;abstract,gray;white;pink
11049,Spart SPART,spart;sword;knife;orange;pixel,red;orange;gray
11050,ResExcellence,resexcellence;mac os;finder;pixel art;character,white;blue
11051,ARMADILLO,armadillo;alien;black;green text,black;green;gray
11052,,red;black;dark;glow,black;red
11053,,saw blade;blood;red;white,white;gray;red
11054,Unholy,unholy;apple;rainbow apple;mac;small icons,white
11055,,eyes;woman;face;cat;photo,blue;brown;black;gray
11056,SONY ES,sony;logo;brand;black and white;gradient,gray;white;black
11057,Yar,anime;character;red;flowers,black;red
11058,Robert MGG CB Dark Offal,dark offal;robert;face;dark;pixel,black;gray;brown;red
11059,Franky おたく,otaku;japanese;eyes;face;franky,gray;brown;pink;orange
11060,NOWHERE MAN,nowhere man;beatles;face;black and white;gradient,white;gray;black
11061,,anime;characters;collage;cartoon,red;white;gray
11062,The Files,x-files;tv show;black;alien,black;gray
11063,YAP YAP!,yap yap;toilet paper;coins;colorful;teal,cyan;gray;red
11064,,moon;purple;pink;abstract,pink;blue
11065,prodigy,prodigy;blue;plain;interface,blue
11066,Reflect,reflect;anime;face;eyes;blue,blue;black
11067,Jabba,jabba;anime;face;sketch;white,white;gray
11069,Yeeb G3 PowerPC,powerpc;g3;mac os;apple;finder,pink;white;gray
11070,ZEOLITE,zeolite;green;plant;dark,black;green
11071,M@N@,mana;blue;pattern;figure,blue
11072,,gray;black;metallic;tech,gray;black
11073,Dave Lister,dave lister;red dwarf;tv show;gray,gray;white
11074,女神 Engel,goddess;japanese;anime;eyes;face,white;pink;purple;gray
11075,,eyes;face;photo;closeup;dark,red;black;gray
11076,Valvoline,valvoline;logo;brand;motor oil;red;blue,white;blue;pink
11077,Pretense...,pretense;blue;purple;gradient;pattern,blue;gray;white
11078,3dman,3dman;red;white;graffiti,white;red
11079,,barcode;black and white;lines,white;gray
11080,Cyberdog 3.0,cyberdog;apple;browser;green;barcode,green;black
11081,,powerpuff girls;blossom;cartoon;cartoon network;red,red;brown;white
11082,,powerpuff girls;bubbles;cartoon;cartoon network;blue,blue;white
11083,,powerpuff girls;buttercup;cartoon;cartoon network;green,green;white
11084,MacOS 8.5,mac os;apple;finder;classic mac;computer,blue;cyan;white
11085,Sklor,alien;green;bubbles;sklor,green;gray
11086,,gun;rifle;ak-47;fire;red,red
11087,Spiker,spiker;blue;electric;pixel,blue;black;gray
11088,,pattern;pink;purple;thin,white;pink;red
11089,SkullMac SkullMac,skullmac;skull;mac;black;gray,gray;black
11090,,red text;blue;stylized;wavy,red;blue;pink
11091,CC 73,cartoon;bear;yellow;blue;pixel,blue;orange;yellow
11092,,pixel art;character;fantasy;blue;face,blue
11093,,pink;gradient;name tag;pixel,gray;white;pink
11094,Gamez,gamez;games;black;yellow;pixel,gray;black;white
11095,R4,red orb;teal;tech;black,black;gray;white;cyan
11096,Doppelganger,doppelganger;eclipse;moon;black;red,black;gray
11097,EDGE,edge;lightning;rainbow;abstract,blue;green;white
11098,,anime;face;eyes;gray;teal,gray;white;cyan
11099,NT Swerver,windows nt;server;joke;white,white;gray
11100,Op. Storax,radioactive;nuclear;hazard;gray;clouds,gray;white;red
11101,Cyth,cyth;apple;rainbow apple;mac;blue,blue;white
11102,Baby spicegirls.ukonline.co.uk,spice girls;baby spice;emma bunton;woman;band;pink,white;pink;gray
11103,LiL Playa,lil playa;mushroom;mario;blue;green,blue;cyan;gray
11104,Janus,janus;black;gray;gradient,gray;white
11105,Junior BELLSOUTH,south park;kenny;bellsouth;cartoon;blue,cyan;blue
11106,KrazyFool,krazyfool;cartoon;yellow;blue,gray;blue;white
11107,Polar Bear,polar bear;fairy;angel;pink;cartoon,white;pink
11108,,skull;crossbones;eyes;red;black,red;white;black
11109,BTS,hand;thumbs up;apple;cartoon;white,white;blue
11110,adidas adidas soccer,adidas;soccer;logo;brand;sports;black,gray;black
11111,GoatGuy,goat;apple;rainbow apple;mac;red,white;black;gray;red
11112,NixHex,nixhex;purple;blue;logo,white;blue
11113,Khas MIDGAR,midgar;final fantasy;final fantasy vii;rainbow;dark,black;brown
11114,cheshire cat,cheshire cat;alice in wonderland;disney;cat;yellow,gold;yellow
11115,root Canal,root canal;apple;yellow;pattern,gold;yellow;gray
11116,ARCHANGEL,archangel;blue;electric;pixel,blue;white
11117,MINDFRAMES,mindframes;green;texture;slime,green;black
11118,FUNGUS,fungus;green;texture;slime,green;black
11119,APHID,aphid;green;texture;slime,green;black
11120,,smiley;purple;anime;character;gradient,white;gray;black
11121,FRENCHY,frenchy;france;french flag;gold;gradient,brown;black;blue;red
11122,2019 DOBERMANN,dobermann;japanese;black;yellow;tech,black;gray
11123,RaceR,racer;eyes;woman;face;yellow,gray;black;brown;red
11124,The Guardian of Midgar,final fantasy;midgar;anime;eyes;face,gray;white;cyan
11125,DangerMouse,danger mouse;cartoon;mouse;white;pixel,white;gray
11126,,rainbow;space;light;dark;abstract,gray;red;brown;pink
11127,,orange;gradient;dark;face,brown;black;red;yellow
11128,,collage;stars;blue;red;white,white;blue;gray
11129,HiRolla Got Skrilla?,money;skrilla;hip hop;got milk parody;black,black;gray
11130,DogbertJG,dogbert;dilbert;comic;dog;gray,gray;white
11131,Lars Horris,lars horris;face;man;candle;black,black;gray;white
11132,Tech,tech;pink;yellow;pixel;creature,pink;yellow;black
11133,Leadfeather,leadfeather;black and white;grunge;face,gray;white
11134,Legolas,legolas;lord of the rings;blue;gradient,blue;white
11135,MacOS BTS,mac os;apple;cable;mouse;blue,blue;gray;white;purple
11136,NiGhTmArE,nightmare;skull;fire;red;horror,gray;red;black
11137,BeNeXT,benext;blue;pattern;tech,blue
11138,Editman,editman;brown;texture;purple,brown;gray
11139,fuel FUEL,fuel;face;man;red;dark,black;gray;red
11140,CULT,cult;skull;crossbones;blue;red,blue;purple;pink
11141,Rain 雨,rain;face;gray;japanese;ninja,gray
11142,Turtle TURTLE,turtle;shell;mario;green;black,gray;black;green
11143,jade SpiceGirls,spice girls;band;woman;eyes;female symbol,red;blue;cyan;black
11144,BTS RockHopper Specialized,specialized;rockhopper;bike;mountain bike;red,gray;white
11145,Goku DragonBallZ,dragon ball z;goku;anime;green;black,black;green
11146,hell inside Tino Tino =),tino;collage;computer;globe;red,red;gray;cyan
11147,KUNIKLO,kuniklo;grunge;orange;black,orange;white;yellow;brown
11148,Soulkeep Soulkeep,soulkeep;skull;lightning;blue;red,blue;gray;black
11149,KoRn ResclowN,korn;band;metal;face;black,black;gold
11150,MANCUERNA,mancuerna;green;dark;text,black;green
11151,The King of Fighters 99,king of fighters;snk;fighting game;anime;woman,orange;red;brown
11152,thalitha,thalitha;light;lens flare;dark;space,black;gray
11153,MSTEELE,msteele;light blue;pattern;plain,blue
11154,CONSOLE,console;anarchy;red;gray;gradient,gray;white;red
11155,HomeyG3 Homey,homey;magnifying glass;blue;red;pattern,blue
11156,XENA Cap'n Hack CATS,xena;cats;faces;collage;eyes,gray;black
11157,dax,dax;brown;texture;abstract,brown;red;gray
11158,THE DEZRO,dezro;yellow;black;cartoon,yellow;gold;black
11159,Nova,nova;red;black;demon;face,black;gray;red
11160,Bartman007,the simpsons;bart simpson;bartman;cartoon;light blue,cyan;gray;white;blue
11161,CONDOR,condor;smile;dark;gray;creepy,gray
11162,Shadow,shadow;face;dark;green;red,green;black
11163,,brown;texture;rock;red,orange;brown
11164,マラ Joanne,joanne;anime;girl;wink;japanese,cyan;white;gray
11165,PB G3 ADSL,apple;powerbook;g3;adsl;black,black;white
11166,rife,rife;anime;character;face;blue,blue;white;brown
11167,,anime;eyes;blue;face;character,gray;blue;black
11168,Media,media;fire;sparks;orange;numbers,red;orange;gray;brown
11169,Mr.E,mr.e;japanese;katakana;anime;orange,white;orange;gray
11170,Citan Uzuki,xenogears;citan uzuki;anime;video game;face,gray;white;black;orange
11171,TAP TAP,tap;apple;black and white;gradient,gray;black;white
11172,Yos,anime;face;character;black,gray;black;white
11173,[mf] swoosh Molto Allegro,molto allegro;mac os;finder;black;music,gray;white;black
11174,GOKU,dragon ball z;goku;anime;super saiyan,gray;brown
11175,GOHAN,dragon ball z;gohan;anime;super saiyan,gray;brown
11176,GOGETA,dragon ball z;gogeta;anime;super saiyan,gray;blue;white
11177,Big Pete,big pete;face;black;red text,black;gray;white
11178,VEGETA,dragon ball z;vegeta;anime;super saiyan;purple,pink
11179,TRUNKS,dragon ball z;trunks;anime;yellow,yellow;orange;white;brown
11180,TIEN,dragon ball z;tien;anime;third eye;dark,red;gray;brown;black
11181,PICCOLO,dragon ball z;piccolo;anime;green,gray;green;yellow
11182,,preacher;comic;man;face;faded,gray;pink;red
11183,PREACHER,preacher;comic;eyes;face,gray;orange
11184,PREACHER,preacher;comic;eyes;face;faded,gray;pink
11185,,anime;face;eyes;purple;faded,gray;pink;brown
11186,,dragon ball z;super saiyan;anime;orange,white;brown;orange;yellow
11187,Hiroshima,hiroshima;radioactive;nuclear;fire;black,black;orange;white
11188,,evangelion;rei ayanami;anime;face;blue,blue;white
11189,TABRIS,evangelion;tabris;kaworu;rei ayanami;anime,blue;gray
11190,masumane,masumane;anime;red;yellow,red;black
11191,Omni G3 Omni,omni;g3;blue;pattern;green,blue
11192,Lightning-SH,lightning;electric;black;white,black;gray
11193,METALLICA RULES,metallica;band;metal;red;ninja star,red;brown
11194,,eye;checkered;black and white;gradient,gray;white;black
11195,Magus Magus,magus;anime;girl;blue hair;white,white;gray
11196,Polyclef,polyclef;eyes;green;dark,gray;green
11197,secular SECULAR,secular;space;stars;green text,gray;blue;black;green
11198,.mp3,mp3;music;gun;playboy bunny;tech,gray;black;red;green
11199,Max Think different.,apple;think different;rainbow apple;mac;black,black;gray
11200,Unit-00,evangelion;unit-00;eva;mecha;anime;blue,gray;blue
11201,,evangelion;unit-00;rei ayanami;mecha;anime,gray;blue
11202,,evangelion;rei ayanami;anime;red eyes;blue,gray;blue
11203,Rei,evangelion;rei ayanami;anime;blue hair,gray;blue;white
11204,,anime;characters;green;collage,black;white;gold
11205,THA-BOT,anime;girl;pink hair;black;bot,blue;pink;gray
11206,Unit-02,evangelion;unit-02;eva;mecha;anime;red,red;brown;white;gray
11207,,evangelion;unit-02;mecha;anime;red,red;brown
11208,,evangelion;asuka;anime;red,red;brown;gray
11209,Asuka,evangelion;asuka;anime;red;girl,gray;orange;brown;red
11210,BTS World Ride Web,world ride web;eye;bike;white;logo,white;gray
11211,,anime;face;character;blue;dark,gray;black;blue;white
11212,TYcho,tycho;red;black;interface;sun,black;gray;red
11213,Silky J,silky j;playboy bunny;gun;red;black,red;black;gray
11215,EarthQuake,earthquake;black;dark;eyes,black;gray
11216,Twisp DON'T WORRY BE COOL,twisp;purple;pixel art;cool,pink
11217,TwisTa KoRn,korn;band;metal;camouflage;yellow,black;gold
11218,Trunks DragonBallZ,dragon ball z;trunks;anime;orange,red;orange;white;brown
11219,,faces;collage;man;blue;red,blue
11220,,playboy bunny;gun;car;blue;green,blue;gray;cyan
11221,space cadet,space cadet;rocket;space;planet;purple,blue;purple;cyan;gray
